remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Unrolling loop 'CHECK_DISTANCE_LOOP' (../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:83:9) in function 'ContourApproximation' completely with a factor of 249
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:152:0: Inlining function 'isDiffer' into 'PointNbReduction'
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Inlining function 'PointNbReduction' into 'ContourApproximation'
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Inlining function 'isDiffer' into 'ContourApproximation'
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Applying array_partition to 'new_p': Complete partitioning on dimension 1.
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_63' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_62' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_61' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_60' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_59' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_58' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_57' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_56' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_55' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_54' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_53' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_52' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_51' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_50' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_49' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_48' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_47' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_46' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_45' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_44' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_43' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_42' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_41' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_40' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_39' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_38' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_37' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_36' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_35' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_34' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_33' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_32' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_31' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_30' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_29' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_28' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_27' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_26' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_25' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_24' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_23' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_22' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_21' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_20' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_19' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_18' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_17' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_16' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_15' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_14' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_13' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_12' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_11' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_10' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_9' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_8' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_7' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_6' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_5' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_4' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_3' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_2' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_1' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating scalar variable 'new_p_0' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:55:0: Aggregating bram variable 'p' with compact=bit mode in 64-bits
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:158:5: Could not analyze the loop bounds _XLX_SEP_ CHECK_DIFFER_LOOP ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:158:5 ContourApproximation 
remark: ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:126:2: Could not analyze the loop bounds _XLX_SEP_ WRITE_BACK ../../C_PROGRAM/3.ContourApproximation/contour_approximation.c:126:2 ContourApproximation 
===-------------------------------------------------------------------------===
                         Miscellaneous Ungrouped Timers
===-------------------------------------------------------------------------===

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
  17.5147 (100.0%)   0.1126 (100.0%)  17.6273 (100.0%)  17.6333 (100.0%)  Code Generation Time
  17.5147 (100.0%)   0.1126 (100.0%)  17.6273 (100.0%)  17.6333 (100.0%)  Total

===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 17.7195 seconds (17.7286 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
   0.9027 (  5.1%)   0.0190 ( 17.2%)   0.9217 (  5.2%)   0.9217 (  5.2%)  Auto automatic array partition analysis
   0.8969 (  5.1%)   0.0000 (  0.0%)   0.8969 (  5.1%)   0.8969 (  5.1%)  PredicateAnalyzer - Predidate Analysis
   0.8770 (  5.0%)   0.0130 ( 11.7%)   0.8900 (  5.0%)   0.8900 (  5.0%)  Auto automatic array partition analysis
   0.8708 (  4.9%)   0.0190 ( 17.2%)   0.8898 (  5.0%)   0.8899 (  5.0%)  Automatic array partition transformation
   0.8380 (  4.8%)   0.0150 ( 13.6%)   0.8529 (  4.8%)   0.8530 (  4.8%)  Auto automatic array partition analysis
   0.8496 (  4.8%)   0.0000 (  0.0%)   0.8496 (  4.8%)   0.8496 (  4.8%)  PredicateAnalyzer - Predidate Analysis
   0.6876 (  3.9%)   0.0030 (  2.7%)   0.6906 (  3.9%)   0.6926 (  3.9%)  Struct object aggregation
   0.5926 (  3.4%)   0.0020 (  1.8%)   0.5946 (  3.4%)   0.5946 (  3.4%)  Global Value Numbering
   0.3810 (  2.2%)   0.0000 (  0.0%)   0.3810 (  2.2%)   0.3810 (  2.1%)  Global Value Numbering
   0.3506 (  2.0%)   0.0020 (  1.8%)   0.3526 (  2.0%)   0.3526 (  2.0%)  Global Value Numbering
   0.3510 (  2.0%)   0.0000 (  0.0%)   0.3510 (  2.0%)   0.3510 (  2.0%)  Global Value Numbering
   0.3391 (  1.9%)   0.0000 (  0.0%)   0.3391 (  1.9%)   0.3391 (  1.9%)  Global Value Numbering
   0.3335 (  1.9%)   0.0010 (  0.9%)   0.3345 (  1.9%)   0.3345 (  1.9%)  Global Value Numbering
   0.3255 (  1.8%)   0.0000 (  0.0%)   0.3255 (  1.8%)   0.3255 (  1.8%)  Global Value Numbering
   0.3206 (  1.8%)   0.0000 (  0.0%)   0.3206 (  1.8%)   0.3206 (  1.8%)  Global Value Numbering
   0.3157 (  1.8%)   0.0010 (  0.9%)   0.3167 (  1.8%)   0.3167 (  1.8%)  Global Value Numbering
   0.3160 (  1.8%)   0.0000 (  0.0%)   0.3161 (  1.8%)   0.3161 (  1.8%)  Global Value Numbering
   0.3139 (  1.8%)   0.0019 (  1.7%)   0.3158 (  1.8%)   0.3158 (  1.8%)  Global Value Numbering
   0.3116 (  1.8%)   0.0000 (  0.0%)   0.3116 (  1.8%)   0.3116 (  1.8%)  Global Value Numbering
   0.3053 (  1.7%)   0.0000 (  0.0%)   0.3053 (  1.7%)   0.3053 (  1.7%)  Global Value Numbering
   0.3041 (  1.7%)   0.0010 (  0.9%)   0.3051 (  1.7%)   0.3051 (  1.7%)  Global Value Numbering
   0.3044 (  1.7%)   0.0000 (  0.0%)   0.3044 (  1.7%)   0.3044 (  1.7%)  Global Value Numbering
   0.3042 (  1.7%)   0.0000 (  0.0%)   0.3042 (  1.7%)   0.3042 (  1.7%)  Global Value Numbering
   0.3035 (  1.7%)   0.0000 (  0.0%)   0.3035 (  1.7%)   0.3035 (  1.7%)  Global Value Numbering
   0.3013 (  1.7%)   0.0000 (  0.0%)   0.3014 (  1.7%)   0.3014 (  1.7%)  Global Value Numbering
   0.2792 (  1.6%)   0.0012 (  1.1%)   0.2805 (  1.6%)   0.2805 (  1.6%)  Automatic inliner in reflow
   0.2360 (  1.3%)   0.0000 (  0.0%)   0.2360 (  1.3%)   0.2360 (  1.3%)  Jump Threading
   0.2033 (  1.2%)   0.0000 (  0.0%)   0.2033 (  1.1%)   0.2033 (  1.1%)  Global Value Numbering
   0.2032 (  1.2%)   0.0000 (  0.0%)   0.2032 (  1.1%)   0.2032 (  1.1%)  Global Value Numbering
   0.2014 (  1.1%)   0.0000 (  0.0%)   0.2014 (  1.1%)   0.2014 (  1.1%)  Global Value Numbering
   0.2002 (  1.1%)   0.0010 (  0.9%)   0.2013 (  1.1%)   0.2013 (  1.1%)  Global Value Numbering
   0.1892 (  1.1%)   0.0000 (  0.0%)   0.1892 (  1.1%)   0.1892 (  1.1%)  Global Value Numbering
   0.1764 (  1.0%)   0.0010 (  0.9%)   0.1774 (  1.0%)   0.1774 (  1.0%)  Global Value Numbering
   0.1727 (  1.0%)   0.0000 (  0.0%)   0.1727 (  1.0%)   0.1727 (  1.0%)  Global Value Numbering
   0.1651 (  0.9%)   0.0001 (  0.0%)   0.1652 (  0.9%)   0.1652 (  0.9%)  Global Value Numbering
   0.1640 (  0.9%)   0.0000 (  0.0%)   0.1640 (  0.9%)   0.1640 (  0.9%)  Global Value Numbering
   0.1617 (  0.9%)   0.0000 (  0.0%)   0.1617 (  0.9%)   0.1617 (  0.9%)  Global Value Numbering
   0.1529 (  0.9%)   0.0000 (  0.0%)   0.1529 (  0.9%)   0.1529 (  0.9%)  Global Value Numbering
   0.1475 (  0.8%)   0.0000 (  0.0%)   0.1475 (  0.8%)   0.1475 (  0.8%)  Global Value Numbering
   0.1470 (  0.8%)   0.0000 (  0.0%)   0.1470 (  0.8%)   0.1470 (  0.8%)  Global Value Numbering
   0.1451 (  0.8%)   0.0000 (  0.0%)   0.1451 (  0.8%)   0.1451 (  0.8%)  Global Value Numbering
   0.1451 (  0.8%)   0.0000 (  0.0%)   0.1451 (  0.8%)   0.1451 (  0.8%)  Global Value Numbering
   0.1450 (  0.8%)   0.0000 (  0.0%)   0.1450 (  0.8%)   0.1450 (  0.8%)  Global Value Numbering
   0.1447 (  0.8%)   0.0000 (  0.0%)   0.1447 (  0.8%)   0.1447 (  0.8%)  Global Value Numbering
   0.0594 (  0.3%)   0.0010 (  0.9%)   0.0604 (  0.3%)   0.0604 (  0.3%)  Generate HLS compatible IR
   0.0561 (  0.3%)   0.0000 (  0.0%)   0.0562 (  0.3%)   0.0562 (  0.3%)  Memory SSA
   0.0548 (  0.3%)   0.0000 (  0.0%)   0.0548 (  0.3%)   0.0548 (  0.3%)  Memory SSA
   0.0531 (  0.3%)   0.0007 (  0.7%)   0.0539 (  0.3%)   0.0539 (  0.3%)  Memory SSA
   0.0514 (  0.3%)   0.0000 (  0.0%)   0.0514 (  0.3%)   0.0514 (  0.3%)  Memory SSA
   0.0513 (  0.3%)   0.0000 (  0.0%)   0.0513 (  0.3%)   0.0513 (  0.3%)  Memory SSA
   0.0510 (  0.3%)   0.0000 (  0.0%)   0.0510 (  0.3%)   0.0510 (  0.3%)  Memory SSA
   0.0399 (  0.2%)   0.0000 (  0.0%)   0.0399 (  0.2%)   0.0399 (  0.2%)  AlignMemory - Align memory accesses
   0.0368 (  0.2%)   0.0000 (  0.0%)   0.0368 (  0.2%)   0.0368 (  0.2%)  AlignMemory - Align memory accesses
   0.0298 (  0.2%)   0.0002 (  0.2%)   0.0300 (  0.2%)   0.0300 (  0.2%)  Early GVN Hoisting of Expressions
   0.0285 (  0.2%)   0.0000 (  0.0%)   0.0285 (  0.2%)   0.0285 (  0.2%)  Early GVN Hoisting of Expressions
   0.0215 (  0.1%)   0.0000 (  0.0%)   0.0215 (  0.1%)   0.0249 (  0.1%)  Detach IR Wrapper
   0.0249 (  0.1%)   0.0000 (  0.0%)   0.0249 (  0.1%)   0.0249 (  0.1%)  AlignMemory - Align memory accesses
   0.0247 (  0.1%)   0.0001 (  0.1%)   0.0247 (  0.1%)   0.0247 (  0.1%)  Value Propagation
   0.0242 (  0.1%)   0.0000 (  0.0%)   0.0242 (  0.1%)   0.0242 (  0.1%)  AlignMemory - Align memory accesses
   0.0239 (  0.1%)   0.0000 (  0.0%)   0.0240 (  0.1%)   0.0240 (  0.1%)  Value Propagation
   0.0239 (  0.1%)   0.0000 (  0.0%)   0.0239 (  0.1%)   0.0239 (  0.1%)  Early GVN Hoisting of Expressions
